Item Name,Category Name,SKU,HSN,Unit Name,Alert Quantity,Brand Name,Lot Number,Expire Date,Purchase Price,Tax Name,Tax Value,Tax Type,Sales Price,Opening Stock,Barcode,DISCOUNT TYPE,DISCOUNT
CARDIOACE,SUPLEMENTS,,,BOX,5,Brand 2918,11,23-12-2026,4500,Tax 5%,5,Exclusive,5000,2,,,
ERYTHRO SYR EMZOR,ANTI-BIOTICS,,,BOX,5,Brand 2919,11,24-12-2026,400,Tax 5%,5,Exclusive,500,0,,,
COFTA SYRUP,COUGH & CATTARH SYRUP,,,BOX,5,Brand 2920,11,25-12-2026,450,Tax 5%,5,Exclusive,500,83,,,
CLINDA GPO 300MG,ANTI-BIOTICS,,,BOX,5,Brand 2921,11,26-12-2026,1300,Tax 5%,5,Exclusive,1700,1,,,
BLITZ SMALL INSECTICIDE,RARE,,,BOX,5,Brand 2922,11,27-12-2026,800,Tax 5%,5,Exclusive,900,13,,,
VITAMIN C 500MG NATURES FIELD,SUPLEMENTS,,,BOX,5,Brand 2923,11,28-12-2026,3500,Tax 5%,5,Exclusive,4200,4,,,
ACRETIN CREAM,CREAMS AND LOTIONS,,,BOX,5,Brand 2924,11,29-12-2026,2200,Tax 5%,5,Exclusive,2500,3,,,
SECRET AMOR,SERVICES,,,BOX,5,Brand 2925,11,30-12-2026,2800,Tax 5%,5,Exclusive,3000,3,,,
DRY LOVE WHITE,SERVICES,,,BOX,5,Brand 2926,11,31-12-2026,450,Tax 5%,5,Exclusive,500,-3,,,
VITAMIN B12 NATURES FIELD,SUPLEMENTS,,,BOX,5,Brand 2927,11,01-01-2027,3000,Tax 5%,5,Exclusive,3500,0,,,
EM-VIT C 500MG,SUPLEMENTS,,,BOX,5,Brand 2928,11,02-01-2027,250,Tax 5%,5,Exclusive,300,10,,,
CATACURE EYE DROP,EYE /EAR DROPS,,,BOX,5,Brand 2929,11,03-01-2027,1200,Tax 5%,5,Exclusive,1500,15,,,
AMOLAV 625,ANTI-BIOTICS,,,BOX,5,Brand 2930,11,04-01-2027,1000,Tax 5%,5,Exclusive,1500,24,,,
ROBITUSSIN,COUGH & CATTARH SYRUP,,,BOX,5,Brand 2931,11,05-01-2027,3200,Tax 5%,5,Exclusive,3500,0,,,
VIAGRA WITHOUT,SEX   ENHANCCER,,,BOX,5,Brand 2932,11,06-01-2027,0,Tax 5%,5,Exclusive,3500,5,,,
GM CEFTRIAXON,ANTI-BIOTICS,,,BOX,5,Brand 2933,11,07-01-2027,300,Tax 5%,5,Exclusive,350,29,,,
COFTA TAB,COUGH & CATTARH SYRUP,,,BOX,5,Brand 2934,11,08-01-2027,170,Tax 5%,5,Exclusive,250,-1,,,
TORSINEX 100MG,ANTI-HYPERTENSIVE,,,BOX,5,Brand 2935,11,09-01-2027,900,Tax 5%,5,Exclusive,1200,9,,,
BLITZ BIG INSECTICIDE,RARE,,,BOX,5,Brand 2936,11,10-01-2027,1700,Tax 5%,5,Exclusive,1800,1,,,
VITAMIN C 500MG CHEW NATUERS FI,SUPLEMENTS,,,BOX,5,Brand 2937,11,11-01-2027,700,Tax 5%,5,Exclusive,800,92,,,
CEFUROXIME SYR POCCO,ANTI-BIOTICS,,,BOX,5,Brand 2938,11,12-01-2027,1000,Tax 5%,5,Exclusive,1400,24,,,
IMODIUM PARKI,ANTI DIARROHEA,,,BOX,5,Brand 2939,11,13-01-2027,150,Tax 5%,5,Exclusive,200,44,,,
HAPPY BABY WIPES,SERVICES,,,BOX,5,Brand 2940,11,14-01-2027,500,Tax 5%,5,Exclusive,500,2,,,
VITAMIN E X 50  MASON,SUPLEMENTS,,,BOX,5,Brand 2941,11,15-01-2027,4000,Tax 5%,5,Exclusive,5000,1,,,
ZOVIRAX CREAM,CREAMS AND LOTIONS,,,BOX,5,Brand 2942,11,16-01-2027,1400,Tax 5%,5,Exclusive,1600,1,,,
COLLAGEN 1500 + C,SUPLEMENTS,,,BOX,5,Brand 2943,11,17-01-2027,6500,Tax 5%,5,Exclusive,7500,3,,,
DIAFLUSH,ANTI DIARROHEA,,,BOX,5,Brand 2944,11,18-01-2027,0,Tax 5%,5,Exclusive,200,3,,,
HEALTHY YOU WOMEN 50+,SUPLEMENTS,,,BOX,5,Brand 2945,11,19-01-2027,4000,Tax 5%,5,Exclusive,4500,2,,,
PREGABALIN 150MG,ANALGESIC,,,BOX,5,Brand 2946,11,20-01-2027,1200,Tax 5%,5,Exclusive,1800,47,,,
EYE ANTOOXIDANT,SUPLEMENTS,,,BOX,5,Brand 2947,11,21-01-2027,0,Tax 5%,5,Exclusive,1500,6,,,
G V MOKO,SERVICES,,,BOX,5,Brand 2948,11,22-01-2027,220,Tax 5%,5,Exclusive,300,29,,,
SELENIUM NATURES FIELD,SUPLEMENTS,,,BOX,5,Brand 2949,11,23-01-2027,2800,Tax 5%,5,Exclusive,3500,0,,,
OXISPA SYR,ANTI-BIOTICS,,,BOX,5,Brand 2950,11,24-01-2027,1000,Tax 5%,5,Exclusive,1400,42,,,
DIANA ROYAL JELLY,SUPLEMENTS,,,BOX,5,Brand 2951,11,25-01-2027,13000,Tax 5%,5,Exclusive,15000,1,,,
MACA 500MG NATURES FIELD,SUPLEMENTS,,,BOX,5,Brand 2952,11,26-01-2027,7100,Tax 5%,5,Exclusive,8000,3,,,
ZYLORIC  300,ANTI HYPERTENSIVE,,,BOX,5,Brand 2953,11,27-01-2027,0,Tax 5%,5,Exclusive,3500,1,,,
TUXIL RUNNY NOSE,COUGH & CATTARH SYRUP,,,BOX,5,Brand 2954,11,28-01-2027,0,Tax 5%,5,Exclusive,400,10,,,
BOONFIT,SEX   ENHANCCER,,,BOX,5,Brand 2955,11,29-01-2027,120,Tax 5%,5,Exclusive,200,-5,,,
AZITHROXAL-500,ANTI-BIOTICS,,,BOX,5,Brand 2956,11,30-01-2027,1000,Tax 5%,5,Exclusive,1200,14,,,
VIMAX CAP,SEX   ENHANCCER,,,BOX,5,Brand 2957,11,31-01-2027,5000,Tax 5%,5,Exclusive,6000,0,,,
ARBITEL AM,ANTI-HELMINTICS,,,BOX,5,Brand 2958,11,01-02-2027,1300,Tax 5%,5,Exclusive,1500,4,,,
SAF KIT,ANTI-BIOTICS,,,BOX,5,Brand 2959,11,02-02-2027,1000,Tax 5%,5,Exclusive,1500,0,,,
CALCIUM 600 D3 DAYSTAR,SUPLEMENTS,,,BOX,5,Brand 2960,11,03-02-2027,3000,Tax 5%,5,Exclusive,3500,2,,,
RHINAPHYTO SYR,COUGH & CATTARH SYRUP,,,BOX,5,Brand 2961,11,04-02-2027,1450,Tax 5%,5,Exclusive,1600,0,,,
ZYLORIC 100MG,ANTI HYPERTENSIVE,,,BOX,5,Brand 2962,11,05-02-2027,0,Tax 5%,5,Exclusive,2000,1,,,
STEPSIRIL,LOZENGES,,,BOX,5,Brand 2963,11,06-02-2027,400,Tax 5%,5,Exclusive,500,15.5,,,
KEEP-ON EMULSION,SUPLEMENTS,,,BOX,5,Brand 2964,11,07-02-2027,4500,Tax 5%,5,Exclusive,6000,9,,,
BIOMETER INJ 150MG,ANTI-MALARIA,,,BOX,5,Brand 2965,11,08-02-2027,1000,Tax 5%,5,Exclusive,1500,5,,,
COVERAM PLUS,ANTI HYPERTENSIVE,,,BOX,5,Brand 2966,11,09-02-2027,8000,Tax 5%,5,Exclusive,9000,0,,,
CONCOR 5MG,ANTI-DIABETIC,,,BOX,5,Brand 2967,11,10-02-2027,900,Tax 5%,5,Exclusive,1000,0,,,
BACQURE INJ,ANTI-BIOTICS,,,BOX,5,Brand 2968,11,11-02-2027,3200,Tax 5%,5,Exclusive,3500,0,,,
SUMATRIPTAN 50MG,ANALGESIC,,,BOX,5,Brand 2969,11,12-02-2027,1500,Tax 5%,5,Exclusive,2000,-1,,,
AXEREM 250MG,ANTI-BIOTICS,,,BOX,5,Brand 2970,11,13-02-2027,750,Tax 5%,5,Exclusive,1000,3,,,
BUTAFLAM,ANALGESIC,,,BOX,5,Brand 2971,11,14-02-2027,70,Tax 5%,5,Exclusive,100,46,,,
PARA NIGHT,ANALGESIC,,,BOX,5,Brand 2972,11,15-02-2027,220,Tax 5%,5,Exclusive,250,73,,,
BLUESEAL 50ML,CREAMS AND LOTIONS,,,BOX,5,Brand 2973,11,16-02-2027,300,Tax 5%,5,Exclusive,300,16,,,
ELICASAL,CREAMS AND LOTIONS,,,BOX,5,Brand 2974,11,17-02-2027,2800,Tax 5%,5,Exclusive,3500,-1,,,
CETIRIZINE (ALLCAN),ANTI ALLERGY,,,BOX,5,Brand 2975,11,18-02-2027,0,Tax 5%,5,Exclusive,500,9,,,
RIGGS BODY SPRAY,SERVICES,,,BOX,5,Brand 2976,11,19-02-2027,1700,Tax 5%,5,Exclusive,1700,17,,,
ZITHROMAX  MULTI PACK,ANTI-BIOTICS,,,BOX,5,Brand 2977,11,20-02-2027,3000,Tax 5%,5,Exclusive,3500,-1,,,
ENHANZ,SUPLEMENTS,,,BOX,5,Brand 2978,11,21-02-2027,1400,Tax 5%,5,Exclusive,1600,9,,,
REVIVE CUP,SUPLEMENTS,,,BOX,5,Brand 2979,11,22-02-2027,11000,Tax 5%,5,Exclusive,13000,-5,,,
PANADOL ACTIFAST,ANALGESIC,,,BOX,5,Brand 2980,11,23-02-2027,1200,Tax 5%,5,Exclusive,1500,11,,,
BRUSTAN N EXTRA,ANALGESIC,,,BOX,5,Brand 2981,11,24-02-2027,300,Tax 5%,5,Exclusive,400,76,,,
VITAMIN D NATURE FIELD,SUPLEMENTS,,,BOX,5,Brand 2982,11,25-02-2027,3300,Tax 5%,5,Exclusive,4000,3,,,
LISINOPRIL 10 MG,ANTI HYPERTENSIVE,,,BOX,5,Brand 2983,11,26-02-2027,250,Tax 5%,5,Exclusive,400,82,,,
SUMO ACTIVE,MULTIVITAMIN,,,BOX,5,Brand 2984,11,27-02-2027,1200,Tax 5%,5,Exclusive,1500,-2,,,
MARCTHER,ANTI-MALARIA,,,BOX,5,Brand 2985,11,28-02-2027,0,Tax 5%,5,Exclusive,1500,8,,,
EYE BRIGHT HILLS NATURAL,SUPLEMENTS,,,BOX,5,Brand 2986,11,01-03-2027,3500,Tax 5%,5,Exclusive,4000,2,,,
PEPSODENT CAVITY,TOOTH PASTE,,,BOX,5,Brand 2987,11,02-03-2027,320,Tax 5%,5,Exclusive,400,14,,,
BENDROFLUMETHAZIDE 5MG,ANTI HYPERTENSIVE,,,BOX,5,Brand 2988,11,03-03-2027,500,Tax 5%,5,Exclusive,600,23,,,
CRANEBERRY PURITAN PRIDE,SUPLEMENTS,,,BOX,5,Brand 2989,11,04-03-2027,4500,Tax 5%,5,Exclusive,5000,2,,,
OMRON M1 BASIC,SERVICES,,,BOX,5,Brand 2990,11,05-03-2027,20000,Tax 5%,5,Exclusive,22000,5,,,
TEMPCHECK,SERVICES,,,BOX,5,Brand 2991,11,06-03-2027,1700,Tax 5%,5,Exclusive,2000,5,,,
NIVEA CREAM,SERVICES,,,BOX,5,Brand 2992,11,07-03-2027,2200,Tax 5%,5,Exclusive,2200,11,,,
SPRITE 60CL,SERVICES,,,BOX,5,Brand 2993,11,08-03-2027,180,Tax 5%,5,Exclusive,180,2,,,
AXORAL,ANTI-FUNGAL,,,BOX,5,Brand 2994,11,09-03-2027,300,Tax 5%,5,Exclusive,400,6,,,
OSTEOCARE SYRUP,SUPLEMENTS,,,BOX,5,Brand 2995,11,10-03-2027,3200,Tax 5%,5,Exclusive,3500,0,,,
COZIMA 325MG,ANTI-BIOTICS,,,BOX,5,Brand 2996,11,11-03-2027,1600,Tax 5%,5,Exclusive,2000,1,,,
LISINOPRIL 5MG,ANTI HYPERTENSIVE,,,BOX,5,Brand 2997,11,12-03-2027,250,Tax 5%,5,Exclusive,300,26,,,
EMCAP X 1000,ANALGESIC,,,BOX,5,Brand 2998,11,13-03-2027,4800,Tax 5%,5,Exclusive,5000,1,,,
RAMIPRIL 10mg BRISTOL,ANTI HYPERTENSIVE,,,BOX,5,Brand 2999,11,14-03-2027,500,Tax 5%,5,Exclusive,600,5,,,
REETIN-A CREAM,CREAMS AND LOTIONS,,,BOX,5,Brand 3000,11,15-03-2027,3200,Tax 5%,5,Exclusive,3800,2,,,
CIPROXAMED,ANTI-BIOTICS,,,BOX,5,Brand 3001,11,16-03-2027,300,Tax 5%,5,Exclusive,500,-1,,,
ZEBEN TAB,ANTI-HELMINTICS,,,BOX,5,Brand 3002,11,17-03-2027,120,Tax 5%,5,Exclusive,200,11,,,
COKE 60CL,SERVICES,,,BOX,5,Brand 3003,11,18-03-2027,170,Tax 5%,5,Exclusive,180,5,,,
DIFLUCAN CUP 200MG,ANTI-FUNGAL,,,BOX,5,Brand 3004,11,19-03-2027,5500,Tax 5%,5,Exclusive,7000,4,,,
IMMUNBOOST PLUS,SUPLEMENTS,,,BOX,5,Brand 3005,11,20-03-2027,2000,Tax 5%,5,Exclusive,2500,3,,,
FINASTERIDE 5MG,ANTI HYPERTENSIVE,,,BOX,5,Brand 3006,11,21-03-2027,550,Tax 5%,5,Exclusive,800,7,,,
NEUROGESIC EXTRA  SMALL,CREAMS AND LOTIONS,,,BOX,5,Brand 3007,11,22-03-2027,900,Tax 5%,5,Exclusive,1000,19,,,
XENOBREX,ANALGESIC,,,BOX,5,Brand 3008,11,23-03-2027,1000,Tax 5%,5,Exclusive,1200,41,,,
TENOFOVIR/LAMIVUDINE,ANTI VIRAL,,,BOX,5,Brand 3009,11,24-03-2027,3000,Tax 5%,5,Exclusive,4500,-2,,,
KARAOLE,ANALGESIC,,,BOX,5,Brand 3010,11,25-03-2027,650,Tax 5%,5,Exclusive,100,86,,,
EVE BOOM,SEX   ENHANCCER,,,BOX,5,Brand 3011,11,26-03-2027,4500,Tax 5%,5,Exclusive,5000,1,,,
EPRAKAST 40MG,ANTI ULCERS,,,BOX,5,Brand 3012,11,27-03-2027,0,Tax 5%,5,Exclusive,2200,10,,,
PURE BLACK BODY SPRAY,SERVICES,,,BOX,5,Brand 3013,11,28-03-2027,1000,Tax 5%,5,Exclusive,1100,0,,,
EYEBETSOL-N,EYE /EAR DROPS,,,BOX,5,Brand 3014,11,29-03-2027,350,Tax 5%,5,Exclusive,500,24,,,
NEUROZAN PLUS,SUPLEMENTS,,,BOX,5,Brand 3015,11,30-03-2027,9500,Tax 5%,5,Exclusive,11000,1,,,
DIGITAL MONITOR,SERVICES,,,BOX,5,Brand 3016,11,31-03-2027,12000,Tax 5%,5,Exclusive,13000,2,,,
FANTA 60CL,SERVICES,,,BOX,5,Brand 3017,11,01-04-2027,170,Tax 5%,5,Exclusive,180,0,,,
GECIP TN,ANTI-BIOTICS,,,BOX,5,Brand 3018,11,02-04-2027,6500,Tax 5%,5,Exclusive,1000,36,,,
SWAN BIG INSECTICIDE,INSECTICIDE,,,BOX,5,Brand 3019,11,03-04-2027,1100,Tax 5%,5,Exclusive,1200,4,,,
CAFERGOT CUP,ANALGESIC,,,BOX,5,Brand 3020,11,04-04-2027,1600,Tax 5%,5,Exclusive,2500,-3,,,
DALACIN C 300MG PFIZER,ANTI-BIOTICS,,,BOX,5,Brand 3021,11,05-04-2027,1950,Tax 5%,5,Exclusive,2200,4,,,
TENOFOVIR/LAMIVUDINE/EFAVIRENZ,ANTI VIRAL,,,BOX,5,Brand 3022,11,06-04-2027,3500,Tax 5%,5,Exclusive,5000,6,,,
LODIUM,ANTI DIARROHEA,,,BOX,5,Brand 3023,11,07-04-2027,0,Tax 5%,5,Exclusive,200,9,,,
OMEGA-3 DAILYVIT,MULTIVITAMIN,,,BOX,5,Brand 3024,11,08-04-2027,500,Tax 5%,5,Exclusive,600,-3,,,
ESOMEPRAZOLE TAB,ANTI ULCERS,,,BOX,5,Brand 3025,11,09-04-2027,450,Tax 5%,5,Exclusive,600,4,,,
BNC SMALL SPRAY,INSECTICIDE,,,BOX,5,Brand 3026,11,10-04-2027,850,Tax 5%,5,Exclusive,900,1,,,
VITAMIN E SAT GENEITH,SUPLEMENTS,,,BOX,5,Brand 3027,11,11-04-2027,540,Tax 5%,5,Exclusive,700,2,,,
EYE ANTIOXIDANT HILLS NAT,SUPLEMENTS,,,BOX,5,Brand 3028,11,12-04-2027,1200,Tax 5%,5,Exclusive,1500,15,,,
FERROUS SAT,HAEMATINICS,,,BOX,5,Brand 3029,11,13-04-2027,30,Tax 5%,5,Exclusive,50,1644,,,
CARDIOVAX,SUPLEMENTS,,,BOX,5,Brand 3030,11,14-04-2027,10000,Tax 5%,5,Exclusive,12000,6,,,
BIJOU SPRAY,BODY SPRAY/PERFUMES,,,BOX,5,Brand 3031,11,15-04-2027,1100,Tax 5%,5,Exclusive,1200,0,,,
AMITRYPTYLINE CUP,ANTI-HISTAMIN,,,BOX,5,Brand 3032,11,16-04-2027,3000,Tax 5%,5,Exclusive,20,2480,,,
CIPRO 500MG,ANTI-BIOTICS,,,BOX,5,Brand 3033,11,17-04-2027,250,Tax 5%,5,Exclusive,300,-10,,,
OMEFLUX,ANTI ULCERS,,,BOX,5,Brand 3034,11,18-04-2027,250,Tax 5%,5,Exclusive,400,26,,,
YOHIMBE 800MG,SUPLEMENTS,,,BOX,5,Brand 3035,11,19-04-2027,3500,Tax 5%,5,Exclusive,4500,1,,,
CIPROBIOTIC - FORTE,ANTI-BIOTICS,,,BOX,5,Brand 3036,11,20-04-2027,450,Tax 5%,5,Exclusive,800,57,,,
PELROZE CHEWABLE,SUPLEMENTS,,,BOX,5,Brand 3037,11,21-04-2027,1600,Tax 5%,5,Exclusive,2000,18,,,
venita (GENTAMINCIN),EYE /EAR DROPS,,,BOX,5,Brand 3038,11,22-04-2027,150,Tax 5%,5,Exclusive,200,-2,,,
EM-VIT C SAT,SUPLEMENTS,,,BOX,5,Brand 3039,11,23-04-2027,30,Tax 5%,5,Exclusive,50,29,,,
PERFECTILE PLUS HAIR,SUPLEMENTS,,,BOX,5,Brand 3040,11,24-04-2027,7200,Tax 5%,5,Exclusive,8000,2,,,
EYE ANTIOXIDANT PHARM WELLNESS,SUPLEMENTS,,,BOX,5,Brand 3041,11,25-04-2027,2000,Tax 5%,5,Exclusive,2000,18,,,
PROSTRATE THERAPY MASON,SUPLEMENTS,,,BOX,5,Brand 3042,11,26-04-2027,5500,Tax 5%,5,Exclusive,6000,1,,,
FLACOXTO-200,ANALGESIC,,,BOX,5,Brand 3043,11,27-04-2027,850,Tax 5%,5,Exclusive,1000,44,,,
DIOSARTAN 160MG,ANTI HYPERTENSIVE,,,BOX,5,Brand 3044,11,28-04-2027,1300,Tax 5%,5,Exclusive,1500,11,,,
FASTUM GEL,CREAMS AND LOTIONS,,,BOX,5,Brand 3045,11,29-04-2027,2400,Tax 5%,5,Exclusive,2800,0,,,
REXIFEN 200MG,ANALGESIC,,,BOX,5,Brand 3046,11,30-04-2027,150,Tax 5%,5,Exclusive,200,13,,,
COGNITO POWDER,SUPLEMENTS,,,BOX,5,Brand 3047,11,01-05-2027,100,Tax 5%,5,Exclusive,150,30,,,
IMMUNE DEFENCE ADVANCE X 100,SUPLEMENTS,,,BOX,5,Brand 3048,11,02-05-2027,9000,Tax 5%,5,Exclusive,9500,1,,,
I-ZINE EYE DROP,EYE /EAR DROPS,,,BOX,5,Brand 3049,11,03-05-2027,800,Tax 5%,5,Exclusive,1000,2,,,
IMMUNE CARE VITAMIN C 1000G,SUPLEMENTS,,,BOX,5,Brand 3050,11,04-05-2027,2500,Tax 5%,5,Exclusive,2700,0,,,
FEXOVID,ANTI-HISTAMIN,,,BOX,5,Brand 3051,11,05-05-2027,1200,Tax 5%,5,Exclusive,1300,19,,,
DICLOFEN,EYE /EAR DROPS,,,BOX,5,Brand 3052,11,06-05-2027,600,Tax 5%,5,Exclusive,700,6,,,
DEQUALINI,LOZENGES,,,BOX,5,Brand 3053,11,07-05-2027,100,Tax 5%,5,Exclusive,200,61,,,
CLINCLAP 15G,CREAMS AND LOTIONS,,,BOX,5,Brand 3054,11,08-05-2027,180,Tax 5%,5,Exclusive,250,15,,,
DAICEF INJ,ANTI-BIOTICS,,,BOX,5,Brand 3055,11,09-05-2027,1200,Tax 5%,5,Exclusive,1400,0,,,
FOLIC ACID NATURESW FIELD,SUPLEMENTS,,,BOX,5,Brand 3056,11,10-05-2027,2700,Tax 5%,5,Exclusive,3200,0,,,
LYNSUNATE SYR,ANTI-MALARIA,,,BOX,5,Brand 3057,11,11-05-2027,1300,Tax 5%,5,Exclusive,1500,2,,,
VITAMIN C 1000MG ( BASIC SUPP),SUPLEMENTS,,,BOX,5,Brand 3058,11,12-05-2027,4800,Tax 5%,5,Exclusive,5000,1,,,
VITAMIN C + ZINC,SUPLEMENTS,,,BOX,5,Brand 3059,11,13-05-2027,2700,Tax 5%,5,Exclusive,3500,7,,,
KNEE SUPPORT,SERVICES,,,BOX,5,Brand 3060,11,14-05-2027,3500,Tax 5%,5,Exclusive,4000,5,,,
FOGG BODY SPRAY,BODY SPRAY/PERFUMES,,,BOX,5,Brand 3061,11,15-05-2027,1200,Tax 5%,5,Exclusive,1400,2,,,
GINGER 500MG MASON,SUPLEMENTS,,,BOX,5,Brand 3062,11,16-05-2027,3500,Tax 5%,5,Exclusive,4000,5,,,
FTINESTEN SOLUTION,CREAMS AND LOTIONS,,,BOX,5,Brand 3063,11,17-05-2027,1100,Tax 5%,5,Exclusive,1200,9,,,
GRENOCID SUSP,ANTACIDS,,,BOX,5,Brand 3064,11,18-05-2027,1000,Tax 5%,5,Exclusive,1200,30,,,
HOVINOR 2,CONDOMS,,,BOX,5,Brand 3065,11,19-05-2027,450,Tax 5%,5,Exclusive,500,7,,,
ZIBAGYL SUSP,ANTI-BIOTICS,,,BOX,5,Brand 3066,11,20-05-2027,250,Tax 5%,5,Exclusive,300,11,,,
PEFLOXACIN TAB,ANTI-BIOTICS,,,BOX,5,Brand 3067,11,21-05-2027,600,Tax 5%,5,Exclusive,800,27,,,
DAIZIX 250MG,ANTI-BIOTICS,,,BOX,5,Brand 3068,11,22-05-2027,900,Tax 5%,5,Exclusive,1000,1,,,
IMMUNBOOST KIDS MULTI (BASIC SU,SUPLEMENTS,,,BOX,5,Brand 3069,11,23-05-2027,5500,Tax 5%,5,Exclusive,6000,2,,,
COLLAGEN + GLUTATHIONE,SUPLEMENTS,,,BOX,5,Brand 3070,11,24-05-2027,4500,Tax 5%,5,Exclusive,5000,0,,,
"PLASTER 2"" (5CM)",SURGICALS,,,BOX,5,Brand 3071,11,25-05-2027,500,Tax 5%,5,Exclusive,600,30,,,
MATADOR BODY SPRAY,BODY SPRAY/PERFUMES,,,BOX,5,Brand 3072,11,26-05-2027,1400,Tax 5%,5,Exclusive,1700,0,,,
COLGATE TOOTH BRUSH,SERVICES,,,BOX,5,Brand 3073,11,27-05-2027,250,Tax 5%,5,Exclusive,250,33,,,
MULTIVITAMIN ALTAPHARMA,SUPLEMENTS,,,BOX,5,Brand 3074,11,28-05-2027,1600,Tax 5%,5,Exclusive,2000,2,,,
DIABETONE,SUPLEMENTS,,,BOX,5,Brand 3075,11,29-05-2027,2900,Tax 5%,5,Exclusive,3200,-0.5,,,
VITAMIN D5000IU,SUPLEMENTS,,,BOX,5,Brand 3076,11,30-05-2027,5000,Tax 5%,5,Exclusive,6000,3,,,
LIQUID PARAFFIN MERIT,ANTI DIARROHEA,,,BOX,5,Brand 3077,11,31-05-2027,650,Tax 5%,5,Exclusive,700,0,,,
CONSTISTOP LACTULOSE,PURGATIVES,,,BOX,5,Brand 3078,11,01-06-2027,1800,Tax 5%,5,Exclusive,2000,1,,,
VITAMIN E X100 MASON,SUPLEMENTS,,,BOX,5,Brand 3079,11,02-06-2027,6800,Tax 5%,5,Exclusive,7500,5,,,
ZIBAMAG,ANTACIDS,,,BOX,5,Brand 3080,11,03-06-2027,280,Tax 5%,5,Exclusive,300,1,,,
AC-CIPROFLOX,ANTI-BIOTICS,,,BOX,5,Brand 3081,11,04-06-2027,250,Tax 5%,5,Exclusive,400,8,,,
FISH OIL 21ST CENTURY,SUPLEMENTS,,,BOX,5,Brand 3082,11,05-06-2027,3000,Tax 5%,5,Exclusive,3500,0,,,
BUSCOPAN BRANDED,HORMONAL,,,BOX,5,Brand 3083,11,06-06-2027,450,Tax 5%,5,Exclusive,600,11,,,
MY DEAR BODY SPRAY,BODY SPRAY/PERFUMES,,,BOX,5,Brand 3084,11,07-06-2027,2200,Tax 5%,5,Exclusive,2500,4,,,
CALCIUM ALTAPHARMA,SUPLEMENTS,,,BOX,5,Brand 3085,11,08-06-2027,1600,Tax 5%,5,Exclusive,2000,-2,,,
HAVAX FORTE,ANTI-MALARIA,,,BOX,5,Brand 3086,11,09-06-2027,350,Tax 5%,5,Exclusive,600,6,,,
VEMA TONE,MULTIVITAMIN,,,BOX,5,Brand 3087,11,10-06-2027,300,Tax 5%,5,Exclusive,350,16,,,
PREBEL  75,ANALGESIC,,,BOX,5,Brand 3088,11,11-06-2027,700,Tax 5%,5,Exclusive,1000,1,,,
HEALTHY YOU SATCHET,SUPLEMENTS,,,BOX,5,Brand 3089,11,12-06-2027,1000,Tax 5%,5,Exclusive,1200,5,,,
IMMUNE DEFENCE ADVANCE SACHET,SUPLEMENTS,,,BOX,5,Brand 3090,11,13-06-2027,0,Tax 5%,5,Exclusive,1200,17,,,
RANITIDINE 300mg,ANTIBIOTICS,,,BOX,5,Brand 3091,11,14-06-2027,400,Tax 5%,5,Exclusive,500,88,,,
PENTAX,ANALGESIC,,,BOX,5,Brand 3092,11,15-06-2027,40,Tax 5%,5,Exclusive,50,3,,,
AMODIAQUINE SUPPENSION,ANTI-MALARIA,,,BOX,5,Brand 3093,11,16-06-2027,550,Tax 5%,5,Exclusive,600,35,,,
OLANZAPINE 5MG,ANTI-PSYCHOTIC,,,BOX,5,Brand 3094,11,17-06-2027,220,Tax 5%,5,Exclusive,250,47,,,
LIQUID QUININE MOKO,ANTI-MALARIA,,,BOX,5,Brand 3095,11,18-06-2027,750,Tax 5%,5,Exclusive,900,26,,,
RAW POWDER SPRAY,BODY SPRAY/PERFUMES,,,BOX,5,Brand 3096,11,19-06-2027,1800,Tax 5%,5,Exclusive,2000,0,,,
ITACARE CAP 100MG,ANTI-FUNGAL,,,BOX,5,Brand 3097,11,20-06-2027,1200,Tax 5%,5,Exclusive,1500,0,,,
GINGKO BILOBA NATURES FIELD,SUPLEMENTS,,,BOX,5,Brand 3098,11,21-06-2027,4000,Tax 5%,5,Exclusive,4500,5,,,
IDOLE SOAP,SERVICES,,,BOX,5,Brand 3099,11,22-06-2027,600,Tax 5%,5,Exclusive,700,-2,,,
KELP,SUPLEMENTS,,,BOX,5,Brand 3100,11,23-06-2027,3500,Tax 5%,5,Exclusive,4000,3,,,
HCG INJ,HORMONAL,,,BOX,5,Brand 3101,11,24-06-2027,6000,Tax 5%,5,Exclusive,7000,1,,,
OMEGA 3 NOW....................,SUPLEMENTS,,,BOX,5,Brand 3102,11,25-06-2027,4000,Tax 5%,5,Exclusive,4500,1,,,
ZINC 20MG EMZOR,SUPLEMENTS,,,BOX,5,Brand 3103,11,26-06-2027,70,Tax 5%,5,Exclusive,100,181,,,
CRANBERRY PIPING ROCK,SUPLEMENTS,,,BOX,5,Brand 3104,11,27-06-2027,4800,Tax 5%,5,Exclusive,5500,-2,,,
SIVO LORATADINE,ANTI ALLERGY,,,BOX,5,Brand 3105,11,28-06-2027,150,Tax 5%,5,Exclusive,200,73,,,
PENTAX EXTRA,ANALGESIC,,,BOX,5,Brand 3106,11,29-06-2027,130,Tax 5%,5,Exclusive,150,22,,,
OMEGA 369 USV,SUPLEMENTS,,,BOX,5,Brand 3107,11,30-06-2027,4000,Tax 5%,5,Exclusive,5000,0,,,
